"age","workclass","education","maritial.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income"
55,"Federal-gov","Some-college","Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","small"
41,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States","large"
33,"Private","HS-grad","Never-married","Tech-support","Not-in-family","White","Male",0,0,45,"United-States","small"
29,"Private","Masters","Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","small"
59,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,30,"Italy","small"
28,"Private","Some-college","Separated","Other-service","Not-in-family","White","Female",0,0,60,"United-States","small"
52,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,98,"United-States","large"
29,"Private","HS-grad","Married-civ-spouse","Prof-specialty","Wife","Asian-Pac-Islander","Female",0,0,10,"China","large"
28,"Private","Some-college","Never-married","Exec-managerial","Not-in-family","White","Female",0,0,50,"United-States","small"
45,"Self-emp-not-inc","Some-college","Never-married","Farming-fishing","Own-child","White","Male",0,0,75,"United-States","small"
42,"Private","HS-grad","Divorced","Handlers-cleaners","Unmarried","Black","Female",0,0,40,"United-States","small"
18,"Private","HS-grad","Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States","small"
29,"Private","Prof-school","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,55,"United-States","small"
24,"Private","Assoc-voc","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","small"
20,"Self-emp-not-inc","Some-college","Never-married","Adm-clerical","Own-child","White","Female",0,0,12,"Germany","small"
29,"Private","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","small"
40,"Private","HS-grad","Widowed","Sales","Not-in-family","White","Female",0,0,40,"United-States","small"
65,"Private","9th","Widowed","Priv-house-serv","Unmarried","Black","Female",0,0,24,"United-States","small"
28,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,50,"United-States","large"
53,"Private","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States","large"
32,"Self-emp-not-inc","Assoc-voc","Divorced","Sales","Unmarried","White","Male",0,0,50,"United-States","small"
38,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","Wife","Black","Female",0,1887,40,"United-States","large"
50,"Private","Masters","Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States","small"
30,"Private","Some-college","Married-civ-spouse","Craft-repair","Not-in-family","White","Male",0,0,40,"Mexico","small"
34,"State-gov","Masters","Never-married","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","small"
37,"Private","5th-6th","Never-married","Adm-clerical","Other-relative","White","Female",0,0,40,"Mexico","small"
33,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,20,"United-States","small"
33,"Private","Assoc-acdm","Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,42,"United-States","small"
27,"Private","Bachelors","Never-married","Tech-support","Not-in-family","Black","Female",0,0,40,"France","small"
32,"Self-emp-not-inc","Assoc-voc","Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","small"
60,"Private","HS-grad","Widowed","Handlers-cleaners","Not-in-family","White","Female",0,0,40,"United-States","small"
31,"Private","HS-grad","Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","small"
22,"Private","HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","small"
52,"Private","Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","small"
31,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,0,40,"United-States","small"
32,"Private","HS-grad","Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","small"
20,"Private","Some-college","Never-married","Other-service","Own-child","White","Male",0,0,20,"United-States","small"
55,"Private","Some-college","Divorced","Adm-clerical","Unmarried","White","Female",4650,0,20,"United-States","small"
33,"Self-emp-not-inc","Assoc-voc","Divorced","Other-service","Unmarried","White","Female",0,0,99,"United-States","small"
24,"Private","5th-6th","Never-married","Machine-op-inspct","Other-relative","White","Male",0,0,40,"Mexico","small"
35,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",4064,0,35,"United-States","small"
23,"Private","Some-college","Married-spouse-absent","Handlers-cleaners","Unmarried","White","Male",0,0,40,"United-States","small"
43,"State-gov","Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","large"
19,"Self-emp-not-inc","HS-grad","Never-married","Adm-clerical","Own-child","Asian-Pac-Islander","Female",0,0,30,"United-States","small"
24,"Private","HS-grad","Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","small"
35,"Private","Some-college","Widowed","Adm-clerical","Unmarried","White","Female",0,0,30,"United-States","small"
19,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Female",0,0,8,"United-States","small"
28,"Self-emp-not-inc","Bachelors","Never-married","Tech-support","Not-in-family","White","Male",0,0,45,"United-States","small"
27,"Private","Some-college","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","small"
57,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","large"
34,"Private","9th","Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","small"
37,"Private","11th","Divorced","Transport-moving","Not-in-family","White","Male",0,0,65,"United-States","small"
59,"Private","HS-grad","Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States","small"
50,"Private","Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,20,"United-States","large"
51,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","large"
23,"Private","Some-college","Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","small"
21,"Private","Some-college","Never-married","Adm-clerical","Own-child","Black","Female",0,0,40,"United-States","small"
39,"Private","Assoc-voc","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,49,"United-States","small"
28,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","large"
51,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States","small"
36,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,50,"United-States","large"
34,"Private","Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","large"
51,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","small"
46,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",15024,0,44,"United-States","large"
64,"Private","7th-8th","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","large"
49,"Private","5th-6th","Married-civ-spouse","Other-service","Husband","White","Male",0,2603,40,"Greece","small"
20,"Private","HS-grad","Never-married","Adm-clerical","Own-child","White","Female",0,0,20,"United-States","small"
17,"Private","10th","Never-married","Other-service","Own-child","White","Male",0,0,25,"United-States","small"
35,"Private","HS-grad","Married-civ-spouse","Other-service","Wife","White","Female",0,0,16,"United-States","large"
30,"Private","Bachelors","Never-married","Exec-managerial","Not-in-family","White","Male",0,0,55,"United-States","large"
41,"Self-emp-inc","Bachelors","Divorced","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States","small"
43,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States","small"
21,"Private","9th","Never-married","Other-service","Own-child","White","Female",0,0,50,"Mexico","small"
59,"Self-emp-inc","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,48,"United-States","large"
58,"Private","11th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","small"
64,"Private","Some-college","Widowed","Exec-managerial","Not-in-family","White","Female",0,0,10,"United-States","small"
31,"Private","Bachelors","Never-married","Craft-repair","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"Vietnam","small"
33,"Private","Some-college","Never-married","Craft-repair","Not-in-family","Black","Male",0,0,40,"United-States","small"
19,"Private","HS-grad","Never-married","Sales","Own-child","White","Male",0,0,35,"United-States","small"
42,"Private","7th-8th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","small"
46,"Private","10th","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","small"
36,"State-gov","5th-6th","Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"Mexico","small"
47,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","large"
37,"Private","Assoc-voc","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,43,"United-States","small"
55,"Local-gov","Masters","Widowed","Prof-specialty","Unmarried","White","Female",0,0,45,"United-States","small"
61,"Private","Assoc-voc","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","small"
29,"Private","HS-grad","Never-married","Other-service","Other-relative","Black","Female",0,0,52,"United-States","small"
34,"Private","Some-college","Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,20,"United-States","small"
54,"Private","1st-4th","Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,40,"Haiti","large"
26,"Private","HS-grad","Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,20,"Mexico","small"
58,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,30,"United-States","large"
55,"Local-gov","HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","small"
34,"State-gov","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,38,"United-States","small"
33,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","large"
37,"Private","1st-4th","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,85,"Mexico","small"
44,"Private","Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,65,"United-States","large"
20,"Private","HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","small"
43,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,43,"United-States","large"
50,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1485,40,"United-States","small"
26,"Private","Some-college","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","small"
20,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","small"
35,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","large"
32,"Self-emp-not-inc","HS-grad","Divorced","Craft-repair","Unmarried","White","Male",0,0,40,"United-States","small"
29,"Local-gov","Assoc-voc","Divorced","Protective-serv","Unmarried","White","Male",0,0,56,"United-States","small"
19,"Private","Some-college","Never-married","Sales","Own-child","White","Female",0,0,25,"United-States","small"
74,"Private","10th","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,20,"United-States","small"
33,"Self-emp-not-inc","Bachelors","Divorced","Sales","Not-in-family","White","Male",0,0,50,"United-States","large"
37,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","small"
31,"State-gov","Some-college","Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","small"
40,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,2415,45,"United-States","large"
39,"Private","Some-college","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,60,"United-States","small"
62,"Self-emp-not-inc","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,70,"United-States","small"
42,"Self-emp-not-inc","Doctorate","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,45,"United-States","small"
54,"Private","10th","Separated","Sales","Unmarried","White","Female",0,0,43,"Italy","small"
24,"Private","Bachelors","Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","small"
